task_id,project_id,milestone_id,task_name,description,assigned_to,start_date,end_date,status,priority,estimated_hours
TSK-PRJ-036-011,PRJ-036,e744aa30,Care huge energy,Stock apply oil involve continue local.,EMP-0156,2023-10-24,2023-10-25,Completed,Medium,4
TSK-PRJ-036-012,PRJ-036,efa9a0a3,Early several much concern,Fear less beautiful option.,EMP-0187,2023-09-14,2023-09-27,Completed,High,16
TSK-PRJ-036-013,PRJ-036,e744aa30,Hundred hundred type security store,Listen job candidate example.,EMP-0088,2023-10-19,2023-10-19,Completed,Medium,8
TSK-PRJ-036-014,PRJ-036,c6f06a71,Probably tax pull day test,Skill boy poor society else.,EMP-0082,2023-11-05,2023-11-15,Completed,Low,40
TSK-PRJ-036-015,PRJ-036,e744aa30,Tonight explain trip cultural,Less probably home gun.,EMP-0093,2023-10-13,2023-10-21,Completed,Medium,80
TSK-PRJ-036-016,PRJ-036,43c1136c,Standard they speak,Foreign future memory kid your structure manager.,EMP-0079,2023-11-21,2023-12-06,Completed,Low,40
TSK-PRJ-036-017,PRJ-036,43c1136c,Collection environmental into friend cultural station,Eight now young close them significant have.,EMP-0196,2023-11-23,2023-11-24,Completed,Low,80
TSK-PRJ-036-018,PRJ-036,a4b1cf6a,Middle safe entire present,Other dinner themselves.,EMP-0056,2024-01-11,2024-01-13,Completed,High,8
TSK-PRJ-036-019,PRJ-036,efa9a0a3,Ok detail move,Public anyone major positive improve.,EMP-0067,2023-09-12,2023-10-02,Completed,Low,80
TSK-PRJ-036-020,PRJ-036,2dae62c0,Anything road bank sell successful,There eight increase level quickly hold.,EMP-0169,2023-12-15,2023-12-20,Completed,Medium,24
TSK-PRJ-036-021,PRJ-036,f79828a2,Head military participant almost art laugh,Officer body since final. Recently power study.,EMP-0064,2023-08-28,2023-08-30,Completed,High,24
TSK-PRJ-036-022,PRJ-036,efa9a0a3,Know trip option early,How popular program. Stage likely social.,EMP-0204,2023-09-12,2023-09-17,Completed,High,40
TSK-PRJ-036-023,PRJ-036,f79828a2,Politics simply pass side laugh positive,Forget maybe forget our step hit.,EMP-0181,2023-09-10,2023-09-11,Completed,Medium,40
TSK-PRJ-036-024,PRJ-036,efa9a0a3,Would agency such sometimes point summer,Number catch brother lay energy.,EMP-0058,2023-09-26,2023-10-02,Completed,Low,40
TSK-PRJ-036-025,PRJ-036,43c1136c,Several I clear,Listen want oil. Short meeting past pull.,EMP-0026,2023-11-21,2023-11-25,Completed,High,4
TSK-PRJ-036-026,PRJ-036,2dae62c0,Bed scene two move state,Particularly commercial onto citizen deal.,EMP-0083,2023-12-13,2023-12-18,Completed,Low,40
TSK-PRJ-036-027,PRJ-036,c6f06a71,Executive simple particular,Last yes out as future Mrs.,EMP-0057,2023-11-10,2023-11-10,Completed,High,80
TSK-PRJ-036-028,PRJ-036,efa9a0a3,Score everyone skill speech recently situation,Letter much increase maybe. Hit heavy political.,EMP-0020,2023-09-17,2023-09-30,Completed,High,24
TSK-PRJ-036-029,PRJ-036,a4b1cf6a,Practice education sign TV probably,Behavior ability vote simple boy approach out.,EMP-0135,2024-01-01,2024-01-03,Completed,Low,40
TSK-PRJ-036-030,PRJ-036,f79828a2,Much military together which assume city change,Over increase community thank.,EMP-0139,2023-08-21,2023-09-02,Completed,Low,8
TSK-PRJ-037-001,PRJ-037,83f023fd,Might process whole,Contain positive place become industry able view.,EMP-0032,2026-02-18,2026-04-03,In Progress,Low,80
TSK-PRJ-037-002,PRJ-037,7d9d2b3b,Hot administration almost card admit,Build arm serious compare type create top enough.,EMP-0102,2026-07-26,2026-07-28,In Progress,Low,16
TSK-PRJ-037-003,PRJ-037,d8139af7,Ball action second,Fear price hear imagine. One voice choose.,EMP-0023,2026-09-01,2026-10-18,Review,Low,8
TSK-PRJ-037-004,PRJ-037,d166eb08,Economic heavy set,Car senior drug.,EMP-0136,2027-05-12,2027-06-20,In Progress,High,40
TSK-PRJ-037-005,PRJ-037,c90ec689,Senior record spring smile single everything,Wife them still.,EMP-0156,2026-12-01,2026-12-13,Review,Low,80
TSK-PRJ-037-006,PRJ-037,e79503fb,Eat hard voice hundred charge culture,Discuss although idea less.,EMP-0064,2026-01-21,2026-02-11,In Progress,Medium,40
TSK-PRJ-037-007,PRJ-037,c90ec689,Security week control,Tend hundred method report late cost trouble.,EMP-0062,2026-12-24,2026-12-28,In Progress,High,40
TSK-PRJ-037-008,PRJ-037,e79503fb,Force owner second,Be yard I ahead to face anyone without.,EMP-0185,2025-12-21,2026-01-13,Completed,Medium,4
TSK-PRJ-037-009,PRJ-037,a3ed033a,That room nor,Feel admit might offer focus.,EMP-0088,2025-11-09,2025-11-14,Completed,High,40
TSK-PRJ-037-010,PRJ-037,e79503fb,Father activity perform,Area consumer front discussion.,EMP-0003,2026-02-07,2026-02-16,Review,High,80
TSK-PRJ-037-011,PRJ-037,83f023fd,Trip nothing with,Tv without almost write have move these.,EMP-0036,2026-04-18,2026-04-27,Review,Medium,4
TSK-PRJ-037-012,PRJ-037,a3ed033a,Beyond moment occur within check,Support according easy vote make.,EMP-0131,2025-11-04,2025-11-13,Completed,Low,24
TSK-PRJ-037-013,PRJ-037,a3ed033a,Firm identify actually many many politics,Many wife artist industry.,EMP-0076,2025-10-22,2025-11-23,Completed,Low,40
TSK-PRJ-037-014,PRJ-037,d8139af7,Cup machine decide American fear contain,System financial suggest expert participant.,EMP-0161,2026-10-09,2026-10-09,Blocked,Medium,4
TSK-PRJ-037-015,PRJ-037,00d8c046,Worry type those reality like,Baby serious author likely alone try.,EMP-0014,2027-03-27,2027-03-29,Not Started,Medium,80
TSK-PRJ-037-016,PRJ-037,c90ec689,Goal cover eight painting,Next government ability get.,EMP-0099,2026-11-23,2026-11-30,In Progress,Medium,16
TSK-PRJ-037-017,PRJ-037,c90ec689,Hotel hand own bring huge position,Able expect onto throughout song response five.,EMP-0129,2026-11-15,2026-12-11,Blocked,Medium,4
TSK-PRJ-037-018,PRJ-037,d8139af7,Change bank much race open hour,Short school always message.,EMP-0137,2026-10-15,2026-10-19,Review,Medium,80
TSK-PRJ-038-001,PRJ-038,75aaecb0,Focus part full wife him,Remember deal data door result car.,EMP-0076,2026-01-21,2026-02-19,Not Started,Low,8
TSK-PRJ-038-002,PRJ-038,30e59543,Tonight seven subject maintain measure who,Lot why others American quickly brother record.,EMP-0084,2027-01-06,2027-04-13,Blocked,Low,40
TSK-PRJ-038-003,PRJ-038,0a119bac,Begin race treat,Her benefit Mr network night garden.,EMP-0137,2026-11-01,2026-11-22,In Progress,High,8
TSK-PRJ-038-004,PRJ-038,5bf88967,Finish over like,Live weight guy. Fast risk when arm mother.,EMP-0080,2027-09-21,2027-10-05,In Progress,Low,4
TSK-PRJ-038-005,PRJ-038,75aaecb0,Statement occur role,Reflect office type guy wish case.,EMP-0072,2026-03-16,2026-04-22,Not Started,Medium,4
TSK-PRJ-038-006,PRJ-038,0a119bac,Might any up appear door,How its across analysis room thought.,EMP-0087,2026-09-09,2026-10-20,Blocked,Low,40
TSK-PRJ-038-007,PRJ-038,a1dc9cab,Teacher only or,Around scientist police century.,EMP-0016,2026-01-17,2026-01-17,Completed,High,8
TSK-PRJ-038-008,PRJ-038,30e59543,Level our discuss born power cost,Among perhaps mouth amount tell less.,EMP-0097,2027-04-01,2027-04-19,Review,High,24
TSK-PRJ-038-009,PRJ-038,75aaecb0,Example experience forget message buy administration,Building nature hope picture morning exist stuff.,EMP-0068,2026-03-15,2026-05-08,Not Started,High,40
TSK-PRJ-038-010,PRJ-038,a1dc9cab,Management manager fire,Here doctor speech bill information cause.,EMP-0196,2025-12-06,2025-12-13,Completed,Medium,8
TSK-PRJ-038-011,PRJ-038,e57e72d3,Government yes hand half,Hear current above kid.,EMP-0062,2027-05-01,2027-05-26,Not Started,High,40
TSK-PRJ-038-012,PRJ-038,30e59543,Artist can eight avoid early for,Note argue heart enough seat degree.,EMP-0018,2027-04-14,2027-04-24,Review,High,24
TSK-PRJ-038-013,PRJ-038,e57e72d3,Who view summer identify Democrat,Home but dog thing require manager.,EMP-0081,2027-05-13,2027-07-29,Review,Low,80
TSK-PRJ-038-014,PRJ-038,5bf88967,Soon become enter talk south beyond,Clearly owner it drop.,EMP-0141,2027-11-22,2027-12-12,Not Started,Low,16
TSK-PRJ-038-015,PRJ-038,0a119bac,Your if else control night card,Several spring various time least.,EMP-0034,2026-10-03,2026-10-23,Not Started,Low,16
TSK-PRJ-038-016,PRJ-038,75aaecb0,Another draw consumer,Behind read a interest country seven compare.,EMP-0127,2026-05-02,2026-05-10,In Progress,High,16
TSK-PRJ-038-017,PRJ-038,5bf88967,Across pull former fly base successful,Camera home trip kind job ready.,EMP-0204,2027-12-01,2027-12-04,Blocked,High,8
TSK-PRJ-038-018,PRJ-038,a1dc9cab,Year right character campaign last,Despite voice increase rise record almost huge.,EMP-0093,2025-10-25,2025-11-11,Completed,High,24
TSK-PRJ-038-019,PRJ-038,5bf88967,Something friend finish perhaps someone,Picture be station policy.,EMP-0180,2027-09-01,2027-10-17,Blocked,Low,4
TSK-PRJ-038-020,PRJ-038,e57e72d3,Media into inside he unit,Store add always religious course meet.,EMP-0077,2027-07-21,2027-08-12,In Progress,High,8
TSK-PRJ-038-021,PRJ-038,75aaecb0,Language fire magazine only bit understand,Out relationship interview operation per.,EMP-0093,2026-02-01,2026-03-27,In Progress,High,16
TSK-PRJ-038-022,PRJ-038,30e59543,Describe capital develop opportunity,Big beyond responsibility one various move.,EMP-0139,2027-03-23,2027-04-13,Not Started,Low,80
TSK-PRJ-038-023,PRJ-038,75aaecb0,Administration record consumer late,Case cover option most.,EMP-0153,2026-03-25,2026-04-16,In Progress,Medium,8
TSK-PRJ-038-024,PRJ-038,9136e530,Second receive ask message may,Training can late poor.,EMP-0031,2025-08-17,2025-09-20,Completed,Medium,40
TSK-PRJ-038-025,PRJ-038,9136e530,Offer have fill section,Outside win why hot send foot into.,EMP-0190,2025-07-09,2025-09-14,Completed,Medium,4
TSK-PRJ-038-026,PRJ-038,75aaecb0,Cut sound anything,Arrive they individual his car between follow.,EMP-0012,2026-01-19,2026-04-15,Not Started,High,40
TSK-PRJ-038-027,PRJ-038,30e59543,Seem grow management between whom,Like ever according hit land.,EMP-0161,2027-03-20,2027-04-04,In Progress,Medium,40
TSK-PRJ-038-028,PRJ-038,a5d5bbf9,Blood compare either few attention,Open line fast century summer cut more.,EMP-0227,2026-07-22,2026-08-03,Blocked,High,40
TSK-PRJ-038-029,PRJ-038,0a119bac,Impact animal performance special,Child defense poor article and.,EMP-0235,2026-12-04,2026-12-04,In Progress,Low,24
TSK-PRJ-039-001,PRJ-039,ad968213,Especially official on item,Statement little machine suddenly.,EMP-0171,2026-04-07,2026-04-20,In Progress,Low,8
TSK-PRJ-039-002,PRJ-039,ad968213,Actually fish amount daughter send help,Quality thousand once physical nature.,EMP-0004,2026-06-11,2026-06-24,In Progress,High,4
TSK-PRJ-039-003,PRJ-039,ecc0baa6,Soon wide government,Child dinner nor key least.,EMP-0021,2027-02-22,2027-03-22,Not Started,High,8
TSK-PRJ-039-004,PRJ-039,a1fe9bc6,Tonight scene year rather return cut,Miss rich stuff floor political them recent.,EMP-0060,2024-01-29,2024-02-10,Completed,High,24
TSK-PRJ-039-005,PRJ-039,a1fe9bc6,Reveal heavy performance evidence learn,Fall might better word court able idea.,EMP-0190,2024-02-22,2024-02-25,Completed,High,40
TSK-PRJ-039-006,PRJ-039,aad53fb8,May far chair high gun future,Increase nature structure value until.,EMP-0119,2025-09-22,2025-12-22,Completed,High,16
TSK-PRJ-039-007,PRJ-039,97cb4585,Wonder this direction,Argue remain someone without first evening son.,EMP-0169,2024-08-15,2024-10-10,Completed,Medium,4
TSK-PRJ-039-008,PRJ-039,ecc0baa6,Phone knowledge market,Dark modern writer these name person.,EMP-0220,2027-05-17,2027-05-29,Not Started,Medium,16
TSK-PRJ-039-009,PRJ-039,97cb4585,Ask management around ok hard would,Hospital if near measure nearly kitchen day age.,EMP-0170,2024-05-22,2024-07-29,Completed,Low,4
TSK-PRJ-039-010,PRJ-039,97cb4585,Congress very skill,Mission hit pretty several member card space.,EMP-0227,2024-09-02,2024-09-21,Completed,Medium,40
TSK-PRJ-039-011,PRJ-039,2621d32d,Loss chair never hold,Throw difference town memory upon job field top.,EMP-0161,2026-11-14,2026-11-20,In Progress,High,16
TSK-PRJ-039-012,PRJ-039,2621d32d,Pass television situation ten you course,Real actually main door big color.,EMP-0150,2026-09-25,2026-12-23,In Progress,Low,80
TSK-PRJ-039-013,PRJ-039,ad968213,Group popular modern,Decide will find final low anything turn.,EMP-0139,2026-05-09,2026-07-13,Blocked,High,80
TSK-PRJ-039-014,PRJ-039,0e5995aa,Movie know food seek standard,Own season old just their pay Mrs.,EMP-0026,2025-04-06,2025-05-14,Completed,High,24
TSK-PRJ-039-015,PRJ-039,2621d32d,Factor include list special agent seven,Standard institution task west sport.,EMP-0066,2026-10-01,2026-11-11,Review,Low,80
TSK-PRJ-039-016,PRJ-039,2621d32d,Product than great war hand relationship,Over reflect challenge keep.,EMP-0056,2026-12-18,2026-12-30,Blocked,High,8
TSK-PRJ-039-017,PRJ-039,aad53fb8,Stop former happy relate fight clear,Dinner feel heavy yeah health.,EMP-0052,2025-09-12,2025-10-08,Completed,Medium,16
TSK-PRJ-039-018,PRJ-039,0e5995aa,Some suggest remember home,Generation place ground exist.,EMP-0242,2025-05-07,2025-07-04,Completed,Low,16
TSK-PRJ-039-019,PRJ-039,88b04b77,As able actually claim close,Study property hit threat relate.,EMP-0205,2025-02-13,2025-02-18,Completed,Low,8
TSK-PRJ-039-020,PRJ-039,2621d32d,Movie eye PM,Wife side agreement charge which.,EMP-0103,2026-08-17,2026-12-09,Not Started,Medium,40
TSK-PRJ-039-021,PRJ-039,ecc0baa6,Indeed laugh but second,Including weight ability young second trip.,EMP-0175,2027-01-23,2027-05-11,Not Started,High,16
TSK-PRJ-039-022,PRJ-039,0e5995aa,Environmental open always tonight,Rise will network through major.,EMP-0231,2025-04-22,2025-09-01,Completed,High,80
TSK-PRJ-039-023,PRJ-039,2621d32d,Pattern deep since,Artist fight house guess think cell.,EMP-0009,2026-09-15,2026-11-11,In Progress,Medium,24
TSK-PRJ-039-024,PRJ-039,97cb4585,Throw plant green serious police,Rate heart thing speech fear and describe.,EMP-0085,2024-08-28,2024-10-01,Completed,High,4
TSK-PRJ-039-025,PRJ-039,0e5995aa,Understand eight near loss,Mouth movie of feel.,EMP-0055,2025-08-26,2025-08-29,Completed,High,8
TSK-PRJ-039-026,PRJ-039,2621d32d,Rather factor stop chance behavior,Recent open moment level station.,EMP-0148,2026-12-06,2026-12-10,In Progress,High,80
TSK-PRJ-039-027,PRJ-039,ecc0baa6,Practice interesting message appear more hear,Art rich movie. Beat deal base begin assume.,EMP-0039,2027-02-17,2027-05-13,Not Started,Low,80
TSK-PRJ-039-028,PRJ-039,88b04b77,Nature best past,Piece floor feeling former law apply.,EMP-0248,2025-01-20,2025-03-14,Completed,Medium,16
TSK-PRJ-039-029,PRJ-039,aad53fb8,Conference sea activity almost,Crime continue maybe them.,EMP-0070,2025-09-19,2025-11-30,Completed,Medium,4
TSK-PRJ-040-001,PRJ-040,216aebcf,Agree important already,Away floor open center believe teacher.,EMP-0136,2024-10-11,2024-11-08,Completed,Medium,8
TSK-PRJ-040-002,PRJ-040,937292e6,Discussion with candidate professor another,Cause agree which school serious sure.,EMP-0051,2025-12-22,2025-12-28,Completed,High,40
TSK-PRJ-040-003,PRJ-040,d62015f0,Politics hair military western,Someone citizen run effect.,EMP-0184,2026-04-25,2026-05-13,Blocked,Medium,80
TSK-PRJ-040-004,PRJ-040,cfbfd796,Soldier community on involve cover,Seat role on ground.,EMP-0182,2025-10-21,2025-12-02,Completed,Medium,4
TSK-PRJ-040-005,PRJ-040,cfbfd796,Guess perform store green strong begin read,Word identify sport none at maintain.,EMP-0189,2025-12-09,2025-12-12,Completed,High,80
TSK-PRJ-040-006,PRJ-040,7f44cbca,Entire situation hard,Identify ok he eye kid.,EMP-0115,2025-07-24,2025-08-07,Completed,Low,40
TSK-PRJ-040-007,PRJ-040,937292e6,Camera plant she necessary fund,Child dark treat sense hold.,EMP-0057,2026-04-02,2026-04-05,In Progress,Low,16
TSK-PRJ-040-008,PRJ-040,937292e6,Food defense process improve,Matter investment protect ago size hotel.,EMP-0042,2026-03-31,2026-04-05,In Progress,Medium,80
TSK-PRJ-040-009,PRJ-040,243f45fe,Great different watch,Big to middle culture.,EMP-0170,2024-06-17,2024-09-05,Completed,Low,16
TSK-PRJ-040-010,PRJ-040,7f44cbca,Movie interest loss network,New cause rule.,EMP-0035,2025-05-05,2025-05-23,Completed,High,4
TSK-PRJ-040-011,PRJ-040,cfbfd796,Follow everyone century official,Home reflect general if.,EMP-0102,2025-11-18,2025-12-07,Completed,Low,16
TSK-PRJ-040-012,PRJ-040,d62015f0,House of measure professor,Consider including treat responsibility.,EMP-0064,2026-06-03,2026-06-04,In Progress,Low,8
TSK-PRJ-040-013,PRJ-040,7f44cbca,Book bit hope college size number,Husband responsibility nothing evening.,EMP-0188,2025-07-07,2025-07-28,Completed,Low,8
TSK-PRJ-040-014,PRJ-040,c3a4704f,Whatever event some example,Nation reality become artist author its over.,EMP-0212,2026-10-28,2026-11-12,Review,High,4
TSK-PRJ-040-015,PRJ-040,243f45fe,Wish official report,Sign answer find together.,EMP-0097,2024-06-23,2024-07-31,Completed,Low,4
TSK-PRJ-040-016,PRJ-040,937292e6,Identify name almost,Then own east certain.,EMP-0200,2026-03-06,2026-03-26,Not Started,Low,8
TSK-PRJ-040-017,PRJ-040,937292e6,Five avoid article long,Magazine voice option day.,EMP-0064,2026-01-14,2026-01-19,Completed,High,8
TSK-PRJ-040-018,PRJ-040,216aebcf,On finally summer,You field less. Claim usually new.,EMP-0241,2024-11-01,2024-11-14,Completed,High,80
TSK-PRJ-040-019,PRJ-040,d62015f0,Training value avoid,Small bag truth material pass book worry.,EMP-0061,2026-06-03,2026-07-03,In Progress,High,40
TSK-PRJ-040-020,PRJ-040,7f44cbca,Theory away down turn,Former in professional whole control.,EMP-0062,2025-05-28,2025-06-30,Completed,High,16
TSK-PRJ-040-021,PRJ-040,cfbfd796,Science throw ability plan executive result,Various level myself relate.,EMP-0142,2025-10-26,2025-11-12,Completed,Low,16
TSK-PRJ-040-022,PRJ-040,243f45fe,Wonder air black wrong,Item girl professional I hand sing.,EMP-0106,2024-09-21,2024-09-22,Completed,Medium,24
TSK-PRJ-040-023,PRJ-040,d62015f0,Card president if ago him,Live professional bar.,EMP-0032,2026-05-06,2026-06-12,Not Started,Medium,8
TSK-PRJ-040-024,PRJ-040,216aebcf,American red knowledge space,About point spend.,EMP-0054,2024-12-13,2024-12-21,Completed,High,4
TSK-PRJ-040-025,PRJ-040,7f44cbca,Line collection may,Business thank process cause.,EMP-0042,2025-08-17,2025-08-18,Completed,Medium,24
TSK-PRJ-040-026,PRJ-040,c3a4704f,Force choose cover yourself opportunity father,Event although seem.,EMP-0167,2026-11-08,2026-11-11,In Progress,Low,80
TSK-PRJ-040-027,PRJ-040,216aebcf,Project step watch fire five,Until clearly poor option type account.,EMP-0098,2024-10-15,2024-11-07,Completed,Low,16
TSK-PRJ-041-001,PRJ-041,c5c6ab7d,Drive camera music surface agency feel,Explain term wall drug baby four service skill.,EMP-0005,2026-09-18,2026-11-02,Not Started,Low,40
TSK-PRJ-041-002,PRJ-041,01a02047,Already be member new particular against,Series marriage tree politics whose.,EMP-0016,2025-10-23,2025-10-29,Completed,High,16
TSK-PRJ-041-003,PRJ-041,34c6ea9b,Economy truth dream result other,Five forward follow.,EMP-0075,2027-03-17,2027-04-16,Review,High,80
TSK-PRJ-041-004,PRJ-041,8dac210d,Thus a industry who note any,Grow check part myself address.,EMP-0009,2024-09-14,2024-10-20,Completed,High,16
TSK-PRJ-041-005,PRJ-041,c5c6ab7d,He throw bar five,Increase unit industry nice federal together.,EMP-0145,2026-08-20,2026-11-01,Not Started,Low,4
TSK-PRJ-041-006,PRJ-041,6a8d8a70,Pattern claim party huge especially,Drive cell economy defense.,EMP-0043,2026-03-10,2026-05-19,In Progress,Medium,16
TSK-PRJ-041-007,PRJ-041,8dac210d,Foreign full learn,Up his street none her class clearly laugh.,EMP-0064,2024-10-07,2024-12-04,Completed,High,80
TSK-PRJ-041-008,PRJ-041,6a8d8a70,Consider develop bar policy TV,Moment difficult evidence treatment.,EMP-0029,2026-04-03,2026-05-01,In Progress,High,4
TSK-PRJ-041-009,PRJ-041,01a02047,Citizen magazine week outside stop,Few imagine must. Toward grow drive compare.,EMP-0112,2025-10-17,2025-10-25,Completed,Medium,4
TSK-PRJ-041-010,PRJ-041,01a02047,Will building discover,Matter few sister start. Continue and believe.,EMP-0038,2025-11-29,2025-12-03,Completed,Low,16
TSK-PRJ-041-011,PRJ-041,6a8d8a70,Contain ok game,Heavy contain future resource.,EMP-0064,2025-12-08,2025-12-19,Completed,Low,16
TSK-PRJ-041-012,PRJ-041,34c6ea9b,Often perform together dinner experience,Risk within carry doctor while prepare.,EMP-0014,2026-11-09,2027-03-30,Blocked,Low,8
TSK-PRJ-041-013,PRJ-041,d8ed0649,Site brother fast,Cultural pass treatment turn prove wind.,EMP-0221,2025-02-22,2025-05-19,Completed,Low,16
TSK-PRJ-041-014,PRJ-041,c5c6ab7d,By six civil,Start possible live area.,EMP-0080,2026-10-19,2026-10-29,In Progress,Medium,8
TSK-PRJ-041-015,PRJ-041,34c6ea9b,Long natural until agency pick,Plan daughter early character range but green.,EMP-0189,2027-03-20,2027-03-25,Not Started,Low,24
TSK-PRJ-041-016,PRJ-041,55e39295,Increase treatment base experience charge,Court always voice each store.,EMP-0223,2024-03-31,2024-07-08,Completed,Medium,24
TSK-PRJ-041-017,PRJ-041,85e9054f,Century join outside phone,Here decade wife sense movement election.,EMP-0169,2027-09-08,2027-09-11,In Progress,Medium,8
TSK-PRJ-041-018,PRJ-041,34c6ea9b,Among better ever,Sport sound clear.,EMP-0065,2026-12-19,2027-03-30,Review,Medium,4
TSK-PRJ-041-019,PRJ-041,85e9054f,Consumer evidence wall determine space eat,Pull finish seem party within employee.,EMP-0148,2027-05-08,2027-06-05,Blocked,Low,4
TSK-PRJ-042-001,PRJ-042,f346bbe7,Fill personal fire,Official wife industry him up teach.,EMP-0056,2026-02-20,2026-03-03,Not Started,High,4
TSK-PRJ-042-002,PRJ-042,1e14fe04,Conference war science reduce pass once,Either theory term authority offer.,EMP-0050,2027-04-16,2027-05-26,Not Started,Low,16
TSK-PRJ-042-003,PRJ-042,38227b0d,Left worker ready take property recognize,Treat win rich less theory.,EMP-0016,2028-04-07,2028-05-05,Review,High,16
TSK-PRJ-042-004,PRJ-042,c2d94cc9,Behavior laugh quite,Similar cover population thing.,EMP-0088,2028-02-12,2028-02-24,Review,Low,16
TSK-PRJ-042-005,PRJ-042,f346bbe7,She knowledge house imagine detail,Support six space international.,EMP-0181,2026-02-25,2026-04-13,Blocked,Low,80
TSK-PRJ-042-006,PRJ-042,f026a418,Through result military,Truth call stage significant thank data year.,EMP-0089,2025-08-27,2025-09-01,Completed,High,4
TSK-PRJ-042-007,PRJ-042,187ebca4,Rich point recently high system policy,Paper experience itself trouble card.,EMP-0169,2027-07-06,2027-09-22,Review,High,8
TSK-PRJ-042-008,PRJ-042,187ebca4,Traditional us hear,Back together factor. Little skin most real.,EMP-0201,2027-10-02,2027-10-10,Review,Low,24
TSK-PRJ-042-009,PRJ-042,187ebca4,Experience point article,Evening ask if throw.,EMP-0136,2027-09-24,2027-10-09,Review,Medium,8
TSK-PRJ-042-010,PRJ-042,187ebca4,Financial floor media culture person activity,Might fish example body subject late.,EMP-0021,2027-10-07,2027-10-09,In Progress,High,4
TSK-PRJ-042-011,PRJ-042,f346bbe7,Today money next reflect low,Job blood middle home.,EMP-0010,2026-04-17,2026-04-18,In Progress,Medium,24
TSK-PRJ-042-012,PRJ-042,38227b0d,Civil assume thank rest,Four without debate.,EMP-0224,2028-06-09,2028-06-18,In Progress,Low,40
TSK-PRJ-042-013,PRJ-042,1e14fe04,East weight would official order,Clear city hundred center life since lot.,EMP-0186,2027-02-18,2027-06-03,In Progress,Low,8
TSK-PRJ-042-014,PRJ-042,c2d94cc9,According small game citizen,Specific report clearly call military want.,EMP-0245,2027-11-26,2027-11-26,Review,Low,24
TSK-PRJ-042-015,PRJ-042,1e14fe04,By reveal account lead stock new,Wear soldier light turn.,EMP-0022,2027-05-03,2027-05-30,In Progress,Low,80
TSK-PRJ-042-016,PRJ-042,f026a418,Tv cup sister article kind bar,Answer center tax cell.,EMP-0223,2025-10-30,2025-11-30,Completed,High,80
TSK-PRJ-042-017,PRJ-042,f026a418,World behind people up Republican,Various question old listen heavy report.,EMP-0105,2025-12-03,2025-12-08,Completed,Medium,8
TSK-PRJ-042-018,PRJ-042,c2d94cc9,Take crime single administration past happen,View style war worry.,EMP-0142,2028-02-26,2028-02-27,In Progress,High,40
TSK-PRJ-042-019,PRJ-042,f346bbe7,Set during perhaps,Learn gun expect.,EMP-0052,2025-12-28,2026-04-19,In Progress,Low,40
TSK-PRJ-042-020,PRJ-042,c8575c8a,Seat benefit attorney,Industry air allow husband.,EMP-0008,2026-05-11,2026-07-13,In Progress,Low,80
TSK-PRJ-042-021,PRJ-042,38227b0d,Eye matter debate man become,Blue now line before.,EMP-0208,2028-04-08,2028-04-29,Review,Medium,40
TSK-PRJ-042-022,PRJ-042,f346bbe7,Speech age debate wall,Realize stage imagine half single center hotel.,EMP-0059,2026-02-24,2026-03-23,Review,Medium,16
TSK-PRJ-043-001,PRJ-043,f7f47477,Ready same price,National professional beat.,EMP-0110,2025-08-15,2025-08-22,Completed,Low,80
TSK-PRJ-043-002,PRJ-043,a8c9aa31,Husband prepare role,Write floor inside pretty describe.,EMP-0121,2025-03-30,2025-07-04,Completed,Low,16
TSK-PRJ-043-003,PRJ-043,a8c9aa31,Doctor network minute road special finally,Whose community popular way from weight ask.,EMP-0129,2025-08-09,2025-08-12,Completed,High,8
TSK-PRJ-043-004,PRJ-043,f7f47477,Individual because show hour move,Mention specific cell.,EMP-0035,2025-12-30,2026-01-09,Completed,High,16
TSK-PRJ-043-005,PRJ-043,2d238ed1,Sister thus wonder shoulder,The treat detail. Already give nature deep.,EMP-0072,2026-06-23,2026-07-06,Not Started,Medium,4
TSK-PRJ-043-006,PRJ-043,f7f47477,Behind once by,Cause instead do your safe.,EMP-0136,2025-11-20,2025-12-18,Completed,Low,40
TSK-PRJ-043-007,PRJ-043,5594552b,Long thank by most special describe,It moment professor group because.,EMP-0095,2027-06-25,2027-10-01,In Progress,Medium,80
TSK-PRJ-043-008,PRJ-043,a8c9aa31,Kitchen store method now reach,Poor beat house stage college nearly political.,EMP-0192,2025-05-24,2025-07-04,Completed,High,40
TSK-PRJ-043-009,PRJ-043,48f9fd0d,Live let its window structure herself,Near could news.,EMP-0181,2027-02-23,2027-04-30,In Progress,Low,8
TSK-PRJ-043-010,PRJ-043,48f9fd0d,Lot old occur well cause,Test go behavior mouth bag box.,EMP-0221,2027-05-23,2027-06-01,Blocked,Low,24
TSK-PRJ-043-011,PRJ-043,48f9fd0d,Especially region Congress way,Structure man police yeah phone politics similar.,EMP-0152,2027-05-11,2027-05-19,In Progress,Medium,8
TSK-PRJ-043-012,PRJ-043,c2270738,Color senior age product,Collection among site material crime wait.,EMP-0068,2027-11-25,2028-02-28,Not Started,High,8
TSK-PRJ-043-013,PRJ-043,c2270738,Guy light society play yes,Manager site begin politics everyone hospital.,EMP-0087,2028-04-22,2028-04-28,Review,Medium,16
TSK-PRJ-043-014,PRJ-043,5594552b,Education head effort right,Herself investment near movie state.,EMP-0080,2027-08-15,2027-10-16,Not Started,Medium,16
